tweet_id,timestamp,rating,retweet_count,favorite_count,breed,confidence,name,dogstage,source,text
828381636999917570,2017-02-05 23:15:47+00:00,14,2066,11894,Bedlington_terrier,39.25,Doobert,doggo,Twitter for iPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9
826958653328592898,2017-02-02 01:01:21+00:00,12,4622,20351,golden_retriever,61.74,Loki,doggo,Twitter for iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR
826848821049180160,2017-02-01 17:44:55+00:00,13,9361,34097,Great_Pyrenees,85.88,Cupid,doggo,Twitter for iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh
826476773533745153,2017-01-31 17:06:32+00:00,12,3897,17401,German_shepherd,74.19,Pilot,doggo,Twitter for iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh
826204788643753985,2017-01-30 23:05:46+00:00,13,857,4603,Labrador_retriever,78.21,None,doggo,Twitter for iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX"
821765923262631936,2017-01-18 17:07:18+00:00,13,1557,7916,golden_retriever,98.01,Duchess,doggo,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52
821407182352777218,2017-01-17 17:21:47+00:00,14,4000,11116,Irish_setter,50.55,Sundance,doggo,Twitter for iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG
821107785811234820,2017-01-16 21:32:06+00:00,11,1977,9081,Pomeranian,85.66,None,doggo,Twitter for iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl
819924195358416896,2017-01-13 15:08:56+00:00,11,4552,12247,None,0.0,None,doggo,Twitter for iPhone,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E
819006400881917954,2017-01-11 02:21:57+00:00,14,17821,43084,None,0.0,Sunny,doggo,Twitter for iPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb
819004803107983360,2017-01-11 02:15:36+00:00,14,34585,82771,standard_poodle,35.13,Bo,doggo,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1
817777686764523521,2017-01-07 16:59:28+00:00,13,2524,10236,curly-coated_retriever,73.33,Dido,doggo,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7"
817777686764523521,2017-01-07 16:59:28+00:00,13,2524,10236,curly-coated_retriever,73.33,Dido,pupper,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7"
813910438903693312,2016-12-28 00:52:25+00:00,11,1736,8864,Siberian_husky,69.94,Chubbs,doggo,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf
813202720496779264,2016-12-26 02:00:11+00:00,11,1707,8777,cocker_spaniel,70.19,None,doggo,Twitter for iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn
813127251579564032,2016-12-25 21:00:18+00:00,11,2926,11231,Norwegian_elkhound,43.24,None,doggo,Twitter for iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA
813096984823349248,2016-12-25 19:00:02+00:00,11,3396,10046,Great_Dane,12.81,Rocky,doggo,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu
808106460588765185,2016-12-12 00:29:28+00:00,12,2073,8401,golden_retriever,42.62,None,doggo,Twitter for iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho
808106460588765185,2016-12-12 00:29:28+00:00,12,2073,8401,golden_retriever,42.62,None,pupper,Twitter for iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho
801115127852503040,2016-11-22 17:28:25+00:00,12,1986,7682,dalmatian,82.34,Bones,doggo,Twitter for iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj
801115127852503040,2016-11-22 17:28:25+00:00,12,1986,7682,dalmatian,82.34,Bones,pupper,Twitter for iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj
800018252395122689,2016-11-19 16:49:49+00:00,11,12346,26946,None,0.0,None,doggo,Twitter for iPhone,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I
799757965289017345,2016-11-18 23:35:32+00:00,13,2006,7986,Border_collie,44.25,Sobe,doggo,Twitter for iPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1
796484825502875648,2016-11-09 22:49:15+00:00,12,1656,7200,cocker_spaniel,11.69,None,doggo,Twitter for iPhone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV
795464331001561088,2016-11-07 03:14:10+00:00,13,22018,46866,golden_retriever,19.31,None,doggo,Twitter for iPhone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz
786363235746385920,2016-10-13 00:29:39+00:00,13,3227,10297,golden_retriever,92.93,Rizzo,doggo,Twitter for iPhone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn
785639753186217984,2016-10-11 00:34:48+00:00,10,2106,7468,None,0.0,Pinot,doggo,Twitter for iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd
785639753186217984,2016-10-11 00:34:48+00:00,10,2106,7468,None,0.0,Pinot,pupper,Twitter for iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd
782747134529531904,2016-10-03 01:00:34+00:00,11,1320,7081,golden_retriever,56.07,Deacon,doggo,Twitter for iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H
782305867769217024,2016-10-01 19:47:08+00:00,12,5133,15741,briard,50.44,Sampson,doggo,Twitter for iPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1
775733305207554048,2016-09-13 16:30:07+00:00,11,3710,13103,None,0.0,Anakin,doggo,Twitter for iPhone,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG
775364825476165632,2016-09-12 16:05:54+00:00,11,2722,6959,beagle,57.12,Finley,doggo,Twitter for iPhone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci
768193404517830656,2016-08-23 21:09:14+00:00,8,3275,10208,None,0.0,Gerald,doggo,Twitter for iPhone,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq
767191397493538821,2016-08-21 02:47:37+00:00,13,3482,11552,None,0.0,None,doggo,Twitter for iPhone,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo https://t.co/QOKZdus9TT
760893934457552897,2016-08-03 17:43:45+00:00,11,891,3581,Blenheim_spaniel,11.4,Wishes,doggo,Twitter for iPhone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa
759793422261743616,2016-07-31 16:50:42+00:00,12,1766,5596,golden_retriever,98.59,Maggie,doggo,Twitter for iPhone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll"
759793422261743616,2016-07-31 16:50:42+00:00,12,1766,5596,golden_retriever,98.59,Maggie,pupper,Twitter for iPhone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll"
758828659922702336,2016-07-29 00:57:05+00:00,13,3565,10499,Chesapeake_Bay_retriever,48.0,None,doggo,Twitter for iPhone,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q
757393109802180609,2016-07-25 01:52:43+00:00,10,1580,5458,Labrador_retriever,78.71,None,doggo,Twitter for iPhone,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV
756526248105566208,2016-07-22 16:28:07+00:00,13,3309,9725,None,0.0,None,doggo,Twitter for iPhone,All hail sky doggo. 13/10 would jump super high to pet https://t.co/CsLRpqdeTF
755206590534418437,2016-07-19 01:04:16+00:00,14,4924,15334,None,0.0,None,doggo,Twitter for iPhone,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k
752682090207055872,2016-07-12 01:52:49+00:00,10,1463,5618,German_shepherd,30.0,None,doggo,Twitter for iPhone,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS
752660715232722944,2016-07-12 00:27:52+00:00,10,1427,4086,None,0.0,None,doggo,Twitter for iPhone,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr"
752334515931054080,2016-07-11 02:51:40+00:00,8,1012,3603,Bedlington_terrier,39.92,None,doggo,Twitter for iPhone,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE
751583847268179968,2016-07-09 01:08:47+00:00,5,1006,4111,dalmatian,86.83,None,doggo,Twitter for iPhone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8
751583847268179968,2016-07-09 01:08:47+00:00,5,1006,4111,dalmatian,86.83,None,pupper,Twitter for iPhone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8
750011400160841729,2016-07-04 17:00:26+00:00,11,822,3020,None,0.0,Piper,doggo,TweetDeck,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM
748932637671223296,2016-07-01 17:33:49+00:00,13,2065,5424,borzoi,74.29,Divine,doggo,Twitter for iPhone,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb
748692773788876800,2016-07-01 01:40:41+00:00,10,1230,3963,None,0.0,None,doggo,Twitter for iPhone,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7
745433870967832576,2016-06-22 01:50:58+00:00,10,2315,6554,None,0.0,Lenox,doggo,Twitter for iPhone,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR
744234799360020481,2016-06-18 18:26:18+00:00,13,70842,145042,Labrador_retriever,82.53,None,doggo,Twitter for iPhone,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4
741067306818797568,2016-06-10 00:39:48+00:00,12,2819,8881,golden_retriever,84.38,None,doggo,Twitter for iPhone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC
741067306818797568,2016-06-10 00:39:48+00:00,12,2819,8881,golden_retriever,84.38,None,pupper,Twitter for iPhone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC
739238157791694849,2016-06-04 23:31:25+00:00,13,52966,107350,Eskimo_dog,50.34,None,doggo,Twitter for iPhone,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC
735256018284875776,2016-05-24 23:47:49+00:00,8,804,3077,Staffordshire_bullterrier,52.32,Kellogg,doggo,Twitter for iPhone,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS
733109485275860992,2016-05-19 01:38:16+00:00,12,15565,49445,golden_retriever,94.55,None,doggo,Twitter for iPhone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda"
733109485275860992,2016-05-19 01:38:16+00:00,12,15565,49445,golden_retriever,94.55,None,pupper,Twitter for iPhone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda"
732375214819057664,2016-05-17 01:00:32+00:00,11,2291,7452,None,0.0,Kyle,doggo,Twitter for iPhone,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE
727644517743104000,2016-05-03 23:42:26+00:00,13,1595,5408,Great_Pyrenees,45.72,None,doggo,Twitter for iPhone,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT
724771698126512129,2016-04-26 01:26:53+00:00,11,570,2164,German_short-haired_pointer,83.55,None,doggo,Twitter for iPhone,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs
719991154352222208,2016-04-12 20:50:42+00:00,10,1600,4495,golden_retriever,60.53,None,doggo,Twitter for iPhone,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV
716080869887381504,2016-04-02 01:52:38+00:00,11,1714,6271,golden_retriever,63.86,None,doggo,Twitter for iPhone,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu
883360690899218434,2017-07-07 16:22:55+00:00,13,3086,19967,chow,98.8,Grizzwald,floofer,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP
800388270626521089,2016-11-20 17:20:08+00:00,12,2639,10635,golden_retriever,35.99,Doc,floofer,Twitter for iPhone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5
776218204058357768,2016-09-15 00:36:55+00:00,13,14758,28139,Samoyed,94.03,None,floofer,Twitter for iPhone,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744
749317047558017024,2016-07-02 19:01:20+00:00,12,2055,5109,wire-haired_fox_terrier,15.51,Blu,floofer,Twitter for iPhone,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB
737445876994609152,2016-05-31 00:49:32+00:00,13,4076,9477,Samoyed,40.06,None,floofer,Twitter for iPhone,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT
733822306246479872,2016-05-21 00:50:46+00:00,10,932,3394,Lhasa,45.74,Moose,floofer,Twitter for iPhone,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL
685307451701334016,2016-01-08 03:50:03+00:00,11,399,1930,Pomeranian,96.32,Petrick,floofer,Twitter for iPhone,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF
886366144734445568,2017-07-15 23:25:31+00:00,12,2634,18564,French_bulldog,99.92,Roscoe,pupper,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox
882762694511734784,2017-07-06 00:46:41+00:00,12,4104,24825,Labrador_retriever,85.0,Gus,pupper,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
881536004380872706,2017-07-02 15:32:16+00:00,14,13414,43494,Samoyed,28.15,None,pupper,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF"
876838120628539392,2017-06-19 16:24:33+00:00,12,2807,18236,bloodhound,57.58,Ginger,pupper,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6
874296783580663808,2017-06-12 16:06:11+00:00,13,3487,22987,cocker_spaniel,43.72,Jed,pupper,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm
873213775632977920,2017-06-09 16:22:42+00:00,12,1333,6327,vizsla,61.98,Sierra,pupper,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ"
871762521631449091,2017-06-05 16:15:56+00:00,12,2973,17905,Labrador_retriever,92.14,Rover,pupper,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg
866450705531457537,2017-05-22 00:28:40+00:00,13,30253,109001,French_bulldog,90.53,Jamesy,pupper,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr"
854120357044912130,2017-04-17 23:52:16+00:00,14,6604,29280,black-and-tan_coonhound,85.49,None,pupper,Twitter for iPhone,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR
850019790995546112,2017-04-06 16:18:05+00:00,12,4388,18820,Shetland_sheepdog,75.99,Boomer,pupper,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde
845306882940190720,2017-03-24 16:10:40+00:00,12,4875,21669,Irish_water_spaniel,56.75,Pickles,pupper,Twitter for iPhone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk
837820167694528512,2017-03-04 00:21:08+00:00,12,7175,31906,golden_retriever,88.76,None,pupper,Twitter for iPhone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH"
837110210464448512,2017-03-02 01:20:01+00:00,13,2185,15096,Siberian_husky,76.77,Clark,pupper,Twitter for iPhone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B
836380477523124226,2017-02-28 01:00:19+00:00,12,2753,13935,None,0.0,Ava,pupper,Twitter for iPhone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q"
833124694597443584,2017-02-19 01:23:00+00:00,12,4458,19035,Cardigan,71.05,Gidget,pupper,Twitter for iPhone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa
831315979191906304,2017-02-14 01:35:49+00:00,13,1040,6183,briard,98.28,None,pupper,Twitter Web Client,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4
827933404142436356,2017-02-04 17:34:40+00:00,12,4848,18888,German_shepherd,80.61,Kona,pupper,Twitter for iPhone,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ
824325613288833024,2017-01-25 18:38:36+00:00,13,9901,11200,Pembroke,99.08,None,pupper,Twitter for iPhone,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS
822462944365645825,2017-01-20 15:17:01+00:00,14,13172,26350,Pomeranian,96.02,Gabe,pupper,Twitter for iPhone,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO"
815966073409433600,2017-01-02 17:00:46+00:00,13,7885,21158,Tibetan_mastiff,50.63,None,pupper,Twitter for iPhone,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k
814986499976527872,2016-12-31 00:08:17+00:00,11,1188,7263,dalmatian,99.98,Cooper,pupper,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8
811386762094317568,2016-12-21 01:44:13+00:00,11,5994,19899,Pembroke,80.42,Craig,pupper,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy
808733504066486276,2016-12-13 18:01:07+00:00,12,2035,7520,None,0.0,None,pupper,Twitter for iPhone,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD
807621403335917568,2016-12-10 16:22:02+00:00,14,3397,13877,golden_retriever,87.32,Ollie,pupper,Twitter for iPhone,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4
803638050916102144,2016-11-29 16:33:36+00:00,13,3890,10394,Labrador_retriever,37.28,None,pupper,Twitter for iPhone,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX
800459316964663297,2016-11-20 22:02:27+00:00,12,2064,9058,None,0.0,None,pupper,Twitter for iPhone,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca
